id,Тип,Подтверждено риэлтором,Количество розеток,Долгота,Количество зеркал,Цвет стен,Ремонтируется,Перепродажа,Готово к сдаче,Кол-во комнат,Площадь (фут²),Адрес,Широта,Опубликовано,Цена
8134,BHK,0,1,18.53,3,Синий,0,1,1,3,1201.7917619999998,"Dhayari Phata,Pune",73.84,Owner,110.0
8135,BHK,0,3,12.973432,2,Фиолетовый,0,1,1,3,1550.169109,"Vignana Nagar,Bangalore",77.68242,Dealer,55.0
8136,BHK,0,7,30.662283,1,Серебристый,0,1,1,2,1288.014311,"Zirakpur,Chandigarh",76.822397,Dealer,36.0
8137,BHK,0,7,22.461348,1,Голубой,0,1,1,2,850.0303582,"Thakurpukur,Kolkata",88.318428,Owner,28.0
8138,BHK,0,2,22.53028,2,Голубой,1,0,0,4,1660.377358,"New Alipore,Kolkata",88.33417,Dealer,220.0
8139,BHK,0,4,19.2167,2,Коричневый,0,1,1,1,554.5981512999999,"Dombivli (East),Maharashtra",73.0833,Dealer,35.4
8140,BHK,1,4,19.6394,1,Бежевый,0,1,1,1,477.5734108,"Mahim,Palghar",72.7256,Dealer,14.8
8141,BHK,0,3,28.9196,1,Красный,0,1,1,2,998.6206897,"Shakti Khand 4,Ghaziabad",76.8972,Dealer,36.2
8142,BHK,0,1,22.72,1,Красный,0,1,1,2,947.1191792,"Khardah,Kolkata",88.38,Owner,24.0
8143,BHK,0,7,30.662283,1,Красный,0,1,1,3,1460.08077,"Zirakpur,Chandigarh",76.822397,Dealer,47.0
8144,BHK,0,2,28.38016,1,Коричневый,0,1,1,3,1900.108578,"Sector 78 Faridabad,Faridabad",77.369936,Owner,70.0
8145,BHK,0,1,22.310343,0,Оранжевый,0,1,1,1,501.7246786,"Sayajigunj,Vadodara",73.18415300000001,Owner,16.0
8146,BHK,0,5,19.69589,1,Коричневый,0,1,1,2,608.3364626,"Shirgaon,Palghar",72.71526999999999,Owner,16.2
8147,BHK,1,6,24.69028,3,Серебристый,1,1,0,2,1165.076822,"Kanjur Marg (East),Lalitpur",78.41889,Dealer,160.0
8148,BHK,0,7,24.617977,2,Фиолетовый,0,1,1,2,975.2020061,"Bhuwana,Udaipur",73.708104,Owner,35.0
8149,BHK,1,7,28.558047,1,Голубой,0,1,1,4,2890.1734100000003,"Sector-79 Noida,Noida",77.392752,Owner,190.0
8150,BHK,0,2,19.263568,2,Серебристый,1,0,0,2,603.9638794,"Khadakpada,Maharashtra",73.133543,Dealer,51.5
8151,BHK,1,3,26.173068,3,Бежевый,0,1,1,3,1530.456076,"Pal Gaon,Jodhpur",73.26135,Owner,50.0
8152,BHK,1,4,24.69028,3,Серый,0,1,1,2,1030.057413,"Taloja,Lalitpur",78.41889,Dealer,61.0
8153,BHK,0,7,18.700817,3,Голубой,0,1,1,2,1000.0,"Somatne Phata,Pune",73.685514,Owner,42.0
8154,BHK,0,2,12.96991,2,Голубой,0,1,1,3,1260.005929,"Banashankari,Bangalore",77.59796,Dealer,85.0
8155,BHK,0,1,21.002845,0,Серый,0,1,1,2,1000.0,"Additional MIDC,Jalgaon",75.59723199999999,Owner,45.0
8156,BHK,0,6,26.675324,1,Голубой,0,0,1,1,394.9367089,"Ranidanga,Siliguri",88.36301,Dealer,7.8
8157,BHK,0,4,12.905368,0,Серебристый,0,1,1,2,1200.0,"8th Phase JP Nagar,Bangalore",77.580403,Owner,51.6
8158,BHK,1,7,13.055985,0,Серебристый,0,1,1,3,1400.0,"Thanisandra,Bangalore",77.622157,Owner,63.0
8159,BHK,0,6,12.919423,1,Красный,0,1,1,2,1000.0,"Rajarajeshwari Nagar,Bangalore",77.522774,Owner,40.0
8160,BHK,0,3,12.938382,1,Красный,0,1,1,2,1210.067764,"Kadubeesanahalli,Bangalore",77.693968,Owner,75.0
8161,BHK,0,3,13.04034,0,Фиолетовый,0,1,1,2,1172.861783,"Hebbal,Bangalore",77.591347,Owner,65.0
8162,BHK,1,4,13.055985,2,Золотистый,1,1,0,2,984.9362688,"Thanisandra,Bangalore",77.622157,Owner,85.0
8163,BHK,1,4,24.69028,3,Зеленый,1,1,0,1,743.8231469,"Badlapur (East),Lalitpur",78.41889,Dealer,28.6
8164,BHK,0,6,19.1759,2,Желтый,0,1,1,3,1299.949132,"Mulund (West),Maharashtra",72.9522,Dealer,230.0
8165,BHK,0,2,19.283359,3,Коричневый,0,1,1,2,925.1003121,"Mira Road,Maharashtra",72.864964,Dealer,83.0
8166,BHK,0,0,28.4278,3,Бежевый,1,1,0,2,1185.344828,"SECTOR 56,Bhiwadi",77.0973,Owner,33.0
8167,BHK,0,2,19.035407,0,Зеленый,0,1,1,2,1100.046318,"Sector 7 Kharghar,Maharashtra",73.065449,Dealer,95.0
8168,BHK,0,3,19.05871,1,Оранжевый,1,1,0,2,1100.0,"Chembur (East),Mumbai",72.89969,Dealer,220.0
8169,BHK,0,7,18.96,2,Голубой,0,1,1,2,1075.037626,"Sector-35G Kharghar,Maharashtra",72.82,Dealer,100.0
8170,BHK,1,3,18.966114,1,Красный,0,0,1,2,60725.97215,"New Panvel,Maharashtra",73.148278,Dealer,7980.0
8171,BHK,0,2,30.707397,3,Серебристый,0,1,1,2,599.2385367,"Sector-45 Chandigarh,Chandigarh",76.758706,Owner,36.2
8172,BHK,1,6,24.69028,1,Голубой,0,1,1,3,1563.779879,"Manpada,Lalitpur",78.41889,Dealer,210.0
8173,BHK,0,2,9.91966,2,Желтый,0,1,1,2,975.1340809,"Visalakshipuram,Madurai",78.11939,Owner,40.0
8174,BHK,1,6,19.1145,3,Белый,1,1,0,1,321.0058182,"Andheri (East),Mumbai",72.8712,Dealer,96.0
8175,BHK,1,4,18.647126,2,Бежевый,1,0,0,2,683.0601092999999,"Akurdi,Maharashtra",73.763802,Builder,77.5
8176,BHK,0,2,23.268579000000003,1,Фиолетовый,0,1,1,3,1200.252685,"Vijay Nagar,Bhopal",77.422668,Owner,38.0
8177,BHK,1,7,24.69028,2,Зеленый,1,1,0,1,680.0552545,"Kolshet Road,Lalitpur",78.41889,Dealer,64.0
8178,BHK,1,0,18.52783,3,Оранжевый,0,1,1,2,1075.011945,"Digambar Nagar,Pune",73.875757,Dealer,90.0
8179,BHK,1,4,21.56128,3,Золотистый,0,1,1,1,699.9805561000001,"Taloja,Maharashtra",74.21238000000001,Dealer,36.0
8180,BHK,0,1,12.9816,0,Желтый,0,1,1,3,1460.023175,"Kaggadasapura,Bangalore",77.6729,Owner,63.0
8181,BHK,0,3,19.038205,0,Синий,0,1,1,2,975.0812568,"Sector 35I Kharghar,Mumbai",73.06612,Dealer,90.0
8182,BHK,0,3,18.49667,0,Коричневый,0,1,1,4,4536.793393999999,"Hadapsar,Pune",73.94167,Dealer,500.0
8183,BHK,0,6,12.96991,0,Оранжевый,0,1,1,2,1183.869774,"HAL 2nd Stage,Bangalore",77.59796,Dealer,160.0
8184,BHK,0,2,19.256471,0,Синий,0,1,1,2,852.9776675,"Dahisar (East),Mumbai",72.868815,Dealer,110.0
8185,BHK,0,5,22.517786,0,Серый,0,1,1,3,1619.87041,"Gariahat,Kolkata",88.366066,Dealer,180.0
8186,BHK,0,6,28.368269,2,Коричневый,0,1,1,3,1619.989017,"Sector 77 Faridabad,Faridabad",77.37273,Dealer,29.5
8187,BHK,1,5,26.893148,0,Коричневый,1,0,0,2,978.313253,"Tagore Nagar,Lalitpur",75.739769,Builder,40.6
8188,BHK,0,2,24.69028,2,Серый,0,1,1,3,992.6653063,"Patlipada,Lalitpur",78.41889,Dealer,180.0
8189,BHK,1,2,28.381971000000004,2,Голубой,0,1,1,3,1848.484848,"Sector 80 Faridabad,Faridabad",77.347688,Dealer,61.0
8190,BHK,1,6,13.010349,3,Синий,1,0,0,3,93793.84781,"KR Puram,Bangalore",77.712151,Dealer,8690.0
8191,BHK,0,1,23.25,0,Черный,0,1,1,2,1000.0,"Ayodhya Bypass,Bhopal",77.41667,Owner,32.0
8192,BHK,1,6,21.0,0,Зеленый,1,1,0,3,1680.415521,"Gomti Nagar Extension,Lucknow",77.0,Owner,55.0
8193,BHK,0,6,21.104470000000003,0,Красный,0,1,1,5,2889.0450530000003,"Vasant Vihar,Maharashtra",79.092709,Dealer,370.0
8194,BHK,0,2,24.69028,1,Белый,0,1,1,1,550.0045834,"Patlipada,Lalitpur",78.41889,Dealer,60.0
8195,BHK,0,6,27.214553,3,Бежевый,0,1,1,3,1900.0,"Maharishi Puram Colony,Agra",77.96555500000001,Dealer,66.5
8196,BHK,0,7,28.6218,3,Золотистый,0,1,1,2,1104.100946,"Sector 63,Faridabad",77.3831,Owner,35.0
8197,BHK,0,4,19.256471,3,Золотистый,0,1,1,3,1671.464389,"Dahisar (East),Mumbai",72.868815,Dealer,180.0
8198,BHK,1,0,13.338634,1,Коричневый,0,1,1,3,1416.831964,"Narayanapura,Bangalore",77.759291,Owner,100.0
8199,BHK,0,2,18.96667,2,Голубой,1,1,0,1,547.4006116,"Karade Khurd,Mumbai",72.83333,Dealer,17.9
8200,BHK,0,0,30.692243,0,Зеленый,0,1,1,2,1100.029334,"Sector-49 Chandigarh,Chandigarh",76.750614,Dealer,75.0
8201,BHK,0,7,13.031849,0,Зеленый,0,1,1,2,590.0621118,"mevalurkuppam,Chennai",80.006479,Owner,19.0
8202,BHK,0,4,22.485666,0,Черный,0,1,1,2,850.2289078,"Patel Colony,Jamnagar",70.058918,Owner,13.0
8203,BHK,0,1,12.96991,1,Красный,0,1,1,2,1330.203443,"Devarachikkanahalli,Bangalore",77.59796,Owner,85.0
8204,BHK,0,5,18.097689000000003,1,Фиолетовый,0,1,1,2,1225.114855,"Balewadi,Pune",74.735239,Dealer,80.0
8205,BHK,1,0,24.69028,2,Розовый,0,1,1,5,2900.177753,"Kharghar,Lalitpur",78.41889,Dealer,310.0
8206,BHK,1,3,28.649079,3,Оранжевый,0,1,1,2,973.0330831,"Bamheta,Ghaziabad",77.473614,Owner,35.0
8207,BHK,0,6,21.0,3,Розовый,0,1,1,3,1900.057002,"Gomti Nagar Extension,Lucknow",77.0,Owner,100.0
8208,BHK,1,0,19.1955,3,Розовый,1,1,0,4,2645.078551,"Kandivali (East),Mumbai",72.8728,Dealer,330.0
8209,BHK,1,2,12.91716,1,Белый,1,1,0,4,2138.271605,"Medavakkam,Chennai",80.19287,Dealer,86.6
8210,BHK,0,5,19.216097,1,Серебристый,0,1,1,2,1600.0,"Sector-8 Ulwe,Maharashtra",72.821721,Dealer,120.0
8211,BHK,0,2,27.18,2,Серебристый,0,1,1,2,950.1187648,"Sashtripuram,Agra",78.02,Owner,16.0
8212,BHK,0,6,20.042481,1,Красный,0,1,1,2,930.0661778,"Mhasoba Nagar,Pune",74.473635,Dealer,52.0
8213,BHK,1,6,18.964489,3,Желтый,0,1,1,2,1214.798454,"Sector 17 Ulwe,Maharashtra",73.019574,Dealer,110.0
8214,BHK,0,1,21.52,3,Серый,0,1,1,3,750.1071582000001,"Nava Nagarwada,Junagadh",70.47,Owner,35.0
8215,BHK,0,2,19.1347,3,Зеленый,0,1,1,3,1377.018044,"Jogeshwari (East),Lalitpur",72.8553,Dealer,290.0
8216,BHK,1,5,19.1758,3,Желтый,1,1,0,3,1250.0,"Malad (East),Lalitpur",72.8643,Dealer,140.0
8217,BHK,0,1,24.69028,1,Зеленый,0,1,1,2,1011.494253,"Sector-35G Kharghar,Lalitpur",78.41889,Dealer,110.0
8218,BHK,0,2,28.567633,0,Серый,0,1,1,3,1445.141662,"Sector-76 Noida,Noida",77.383124,Dealer,76.0
8219,BHK,0,2,28.518116,1,Желтый,0,1,1,4,4100.299637,"Sector-92 Noida,Noida",77.394085,Dealer,260.0
8220,BHK,0,2,22.294094,1,Синий,0,1,1,2,850.0772798,"Waghodia Road,Vadodara",73.23368599999999,Dealer,22.0
8221,BHK,1,7,12.96991,1,Оранжевый,0,1,1,3,2393.031492,"Binny Pete,Bangalore",77.59796,Dealer,250.0
8222,BHK,0,7,23.82061,3,Розовый,0,1,1,3,1157.024793,"Saraidhela,Dhanbad",86.453351,Owner,35.0
8223,BHK,1,2,20.036867,3,Синий,1,0,0,2,649.0588646000001,"Kopri,Maharashtra",78.32464300000001,Dealer,130.0
8224,BHK,0,0,12.9958935,0,Оранжевый,0,1,1,2,1216.175129,"Whitefield,Bangalore",77.761394,Dealer,80.0
8225,BHK,1,0,12.8706,3,Золотистый,0,1,1,2,1416.179855,"Begur,Bangalore",77.6279,Dealer,80.0
8226,BHK,0,7,13.129471,2,Серый,0,1,1,2,1941.747573,"Kolathur,Chennai",80.208888,Owner,50.0
8227,BHK,1,2,28.522931,0,Белый,0,1,1,3,2482.8392,"Sector-128 Noida,Noida",77.357078,Dealer,170.0
8228,BHK,0,0,26.928785,1,Бежевый,0,1,1,4,2010.050251,"Ajmer Road,Jaipur",75.828002,Owner,60.0
8229,BHK,0,4,12.872314,2,Фиолетовый,0,1,1,2,1261.083744,"Avalahalli,Bangalore",77.56647099999999,Dealer,64.0
8230,BHK,0,3,50.817397,0,Желтый,0,1,1,3,1545.043974,"Lavakusha Nagar,Bangalore",4.42145,Owner,65.0
8231,BHK,1,3,28.365512,0,Бежевый,1,1,0,3,644.6850393999999,"Sector 75 Faridabad,Faridabad",77.34630600000001,Dealer,26.2
8232,BHK,1,7,19.18,0,Серый,1,1,0,2,749.2641156000001,"Thane West,Mumbai",72.96333,Dealer,140.0
8233,BHK,0,2,24.0016,0,Зеленый,1,1,0,3,1550.387597,"Lohsigna Road,Hazaribagh",85.346434,Owner,42.0
8234,BHK,0,4,12.885657,1,Розовый,0,1,1,2,1300.0,"Parappana Agrahara,Bangalore",77.66147600000001,Owner,65.0
8235,BHK,1,1,18.52361,0,Бежевый,0,1,1,3,1307.103248,"Paranjape Blue Ridge,Pune",73.84778,Owner,99.0
8236,BHK,0,5,22.72056,1,Оранжевый,0,1,1,3,1852.589641,"Niranjanpur,Indore",75.84722,Dealer,46.5
8237,BHK,1,1,18.966114,2,Белый,0,1,1,2,1246.231156,"Panvel,Lalitpur",73.148278,Dealer,62.0
8238,BHK,0,5,13.037276,3,Серебристый,0,1,1,3,1349.892009,"Alwarpet,Chennai",80.255185,Dealer,150.0
8239,BHK,1,7,28.568096,0,Оранжевый,0,1,1,1,550.0673552000001,"Sector-77 Noida,Noida",77.390253,Owner,24.5
8240,BHK,1,2,22.679739,1,Красный,1,0,0,2,787.5691784,"Palda,Indore",75.894651,Builder,18.5
8241,BHK,0,5,28.574502000000003,3,Бежевый,0,1,1,2,940.8075265,"Sector-27 Nerul,Mumbai",77.328608,Dealer,120.0
8242,BHK,0,1,12.935541,3,Черный,0,1,1,2,1281.13879,"Kariyammana Agrahara,Bangalore",77.680684,Owner,90.0
8243,BHK,1,5,13.184337,0,Коричневый,0,1,1,3,1600.232761,"Doddabanahalli,Bangalore",77.94370500000001,Owner,55.0
8244,BHK,0,7,22.242796,3,Желтый,0,1,1,3,2810.883742,"Anandapur,Kolkata",87.779073,Dealer,250.0
8245,BHK,0,0,12.9077,3,Серебристый,0,1,1,2,977.0713912999998,"Kasavanhalli,Bangalore",77.6755,Dealer,75.0
8246,BHK,1,1,30.684523,0,Голубой,1,1,0,3,1563.1556859999998,"Sector-88 Mohali,Mohali",76.691728,Dealer,74.5
8247,BHK,0,5,28.553374,0,Коричневый,0,1,1,2,982.239942,"Sector-45 Noida,Noida",77.355611,Dealer,27.1
8248,BHK,0,1,17.788157,3,Черный,1,1,0,3,2375.0,"Chinna Waltair,Visakhapatnam",83.379896,Owner,190.0
8249,BHK,0,7,18.5438,0,Красный,0,1,1,3,1500.0,"Kharadi,Pune",73.9438,Dealer,120.0
8250,BHK,0,1,15.484873,1,Розовый,0,1,1,2,914.8572822999998,"Corlim,Goa",73.947408,Owner,37.5
8251,BHK,1,0,28.546788,3,Золотистый,0,1,1,3,2500.0,"Sector-107 Noida,Noida",77.37849399999999,Dealer,210.0
8252,BHK,0,2,22.54111,2,Розовый,1,1,0,3,1304.863582,"Picnic Garden,Kolkata",88.33778000000001,Dealer,110.0
8253,BHK,0,5,19.049214000000003,1,Белый,0,1,1,2,800.0,"Sector 20 Kharghar,Lalitpur",73.072916,Dealer,81.0
8254,BHK,0,2,12.9974,3,Красный,1,1,0,3,909.0909091,"Kundrathur,Chennai",80.0966,Owner,45.0
8255,BHK,1,5,19.038205,1,Коричневый,0,1,1,2,1265.094882,"Sector-35D Kharghar,Maharashtra",73.06612,Dealer,110.0
8256,BHK,0,0,18.5956,0,Серый,0,1,1,3,1450.220602,"Pimple Saudagar,Pune",73.7981,Dealer,75.6
8257,BHK,0,7,28.365512,2,Розовый,0,1,1,2,1240.096452,"Sector 75 Faridabad,Faridabad",77.34630600000001,Dealer,36.0
8258,BHK,0,0,13.153073999999998,3,Желтый,0,1,1,2,909.9181074,"Chinnasekkadu,Chennai",80.27557,Owner,40.0
8259,BHK,0,2,18.3,2,Золотистый,0,1,1,2,1155.115512,"Gujarathipeta, Near Alluri Seetharamaraju Statue,Srikakulam",83.9,Owner,35.0
8260,BHK,0,2,18.52361,3,Синий,0,1,1,2,1050.0922380000002,"Kunj Colony,Pune",73.84778,Dealer,74.0
8261,BHK,0,4,26.724219,0,Серый,1,1,0,3,1509.677419,"Sevoke Road,Siliguri",88.326357,Dealer,46.8
8262,BHK,1,3,19.249861,0,Фиолетовый,0,1,1,2,1089.045484,"Kolshet Road,Mumbai",72.96386600000001,Dealer,85.0
8263,BHK,1,7,28.5706,0,Серебристый,0,1,1,1,660.0264011,"Sector-18 Ulwe,Lalitpur",77.3239,Dealer,55.0
8264,BHK,0,4,22.175748,0,Серый,0,1,1,2,1040.118871,"Mahalakshmi Nagar,Indore",75.582163,Dealer,28.0
8265,BHK,1,0,28.579004,1,Коричневый,0,1,1,3,1255.0607289999998,"Noida Extension,Noida",77.431173,Owner,46.5
8266,BHK,0,1,22.54111,0,Фиолетовый,0,1,1,3,2194.586686,"Rajarhat,Kolkata",88.33778000000001,Dealer,120.0
8267,BHK,1,2,30.662283,3,Серый,0,1,1,2,959.6860507,"Zirakpur,Chandigarh",76.822397,Dealer,26.9
8268,BHK,0,0,12.9155,0,Бежевый,0,1,1,3,1401.206101,"Padmanabhanagar,Bangalore",77.5584,Owner,79.0
8269,BHK,0,7,22.5922,0,Серебристый,0,1,1,3,1767.1747289999998,"New Town,Kolkata",88.484911,Dealer,80.0
8270,BHK,1,1,13.23,0,Серый,0,1,1,3,1209.9213550000002,"Devanahalli,Bangalore",77.7,Owner,60.0
8271,BHK,1,2,22.102094,0,Розовый,0,1,1,3,1300.2022539999998,"Sarkanda,Bilaspur",82.150476,Owner,45.0
8272,BHK,1,7,26.928785,3,Зеленый,0,1,1,3,1640.740741,"Ajmer Road,Jaipur",75.828002,Dealer,44.3
8273,BHK,0,2,19.103831,3,Голубой,0,1,1,2,813.2974127,"Vile Parle (West),Maharashtra",72.837361,Dealer,320.0
8274,BHK,0,2,21.142359,3,Бежевый,0,1,1,2,1089.517079,"Dindoli,Surat",72.862596,Owner,18.5
8275,BHK,0,3,28.392686,2,Розовый,0,1,1,3,2055.498458,"Sector-82 Gurgaon,Gurgaon",76.959391,Dealer,100.0
8276,BHK,0,4,22.623598,2,Золотистый,1,0,0,3,1333.968556,"Chinar Park,Kolkata",88.441186,Dealer,56.0
8277,BHK,0,1,22.403867,3,Коричневый,0,1,1,3,1349.007516,"Garia,Kolkata",88.47000600000001,Dealer,70.0
8278,BHK,0,6,12.95619,3,Коричневый,0,1,1,3,2063.357204,"Marathahalli,Bangalore",77.70194000000001,Dealer,170.0
8279,BHK,0,7,13.09,2,Оранжевый,0,1,1,3,1426.940639,"Chembarambakkam,Chennai",80.27,Owner,75.0
8280,BHK,0,4,22.65,3,Красный,0,1,1,2,870.0380642000001,"Bally,Kolkata",88.34,Owner,16.0
8281,BHK,0,2,28.9196,3,Коричневый,0,1,1,3,1911.400944,"Ahinsa Khand 2,Ghaziabad",76.8972,Owner,85.0
8282,BHK,0,6,28.5216,2,Фиолетовый,0,1,1,5,4500.16072,"Sector-93 Noida,Noida",77.3863,Owner,280.0
8283,BHK,0,3,19.05871,2,Золотистый,0,1,1,2,1120.547299,"Chembur (East),Lalitpur",72.89969,Dealer,190.0
8284,BHK,0,6,28.553374,0,Красный,0,1,1,3,1800.5540170000002,"Sector-45 Noida,Noida",77.355611,Dealer,52.0
8285,BHK,0,6,22.318485,0,Серебристый,0,1,1,2,1391.267123,"Subhanpura,Vadodara",73.162544,Dealer,65.0
8286,BHK,1,3,18.973908,1,Синий,0,1,1,2,1180.0219539999998,"Sector-18 Ulwe,Mumbai",73.02510600000001,Dealer,86.0
8287,BHK,0,3,26.900926,1,Зеленый,0,1,1,2,1020.147921,"Raj Nagar Extension,Ghaziabad",75.775927,Owner,40.0
8288,BHK,1,6,19.2836,1,Золотистый,0,1,1,2,1055.06948,"Mira Road East,Lalitpur",72.8675,Dealer,82.0
8289,BHK,0,7,12.852426,3,Оранжевый,0,1,1,3,1212.252879,"Kamadenu Lay out Konapana Agrahara,Bangalore",77.660475,Dealer,55.8
8290,BHK,0,3,12.905368,1,Черный,0,1,1,3,1620.029455,"JP Nagar,Bangalore",77.580403,Dealer,110.0
8291,BHK,0,1,24.69028,0,Фиолетовый,0,1,1,2,1027.027027,"Ghodbunder Road,Lalitpur",78.41889,Dealer,95.0
8292,BHK,0,2,11.93,0,Золотистый,0,1,1,2,949.893137,"Eswaran Koil Street,Pondicherry",79.83,Owner,80.0
8293,BHK,1,0,20.26895,1,Золотистый,0,1,1,3,1756.0512579999995,"Ghatikia,Bhubaneswar",85.763542,Dealer,74.0
8294,BHK,0,5,13.11389,1,Синий,0,1,1,3,1910.037246,"Yelahanka,Bangalore",77.59833,Dealer,200.0
8295,BHK,0,7,26.851,0,Золотистый,0,1,1,2,1148.105626,"Gomti Nagar,Lucknow",81.0011,Dealer,50.0
8296,BHK,0,3,30.662283,3,Голубой,0,1,1,2,1155.167031,"Zirakpur,Chandigarh",76.822397,Dealer,37.0
8297,BHK,0,0,28.384116,2,Коричневый,0,1,1,3,2065.787383,"Sector-70A Gurgaon,Gurgaon",77.024406,Dealer,130.0
8298,BHK,0,1,13.0318,2,Фиолетовый,0,1,1,2,1105.845182,"Horamavu Agara,Bangalore",77.6583,Dealer,42.0
8299,BHK,0,0,12.96991,2,Бежевый,1,1,0,2,1103.117506,"OMBR Layout,Bangalore",77.59796,Dealer,69.0
8300,BHK,0,5,28.22,0,Бежевый,0,1,1,2,1300.390117,"Sector-24 Dharuhera,Dharuhera",76.78,Owner,30.0
8301,BHK,0,7,26.4725,3,Белый,0,1,1,2,870.0870087000001,"Keshavpuram,Kanpur",80.33111,Dealer,29.0
8302,BHK,0,0,28.506454,1,Желтый,0,1,1,3,1600.0,"Sector-137 Noida,Noida",77.40956800000001,Owner,100.0
8303,BHK,0,5,19.1849,2,Золотистый,0,1,1,2,1220.0603609999998,"Malad (West),Lalitpur",72.8347,Dealer,190.0
8304,BHK,0,6,22.3,1,Голубой,0,1,1,2,1300.079597,"Jetalpur,Vadodara",73.2,Owner,49.0
8305,BHK,1,7,19.1615,0,Бежевый,0,1,1,2,744.7402718,"Goregaon (East),Maharashtra",72.8731,Dealer,160.0
8306,BHK,1,3,28.392385,1,Оранжевый,0,0,1,4,2105.263158,"Sector-69 Gurgaon,Gurgaon",77.035763,Dealer,130.0
8307,BHK,1,7,24.69028,2,Золотистый,0,1,1,1,590.0305187999999,"Taloja,Lalitpur",78.41889,Dealer,29.0
8308,BHK,0,4,22.3,0,Красный,0,1,1,2,1095.390233,"New Karelibaug,Vadodara",73.2,Owner,24.0
8309,BHK,0,7,22.3,1,Зеленый,1,1,0,2,599.8956703,"sadhu vadvani road,Rajkot",70.78,Owner,34.5
8310,BHK,0,5,12.904179,3,Бежевый,0,1,1,2,1265.041654,"Harlur Road,Bangalore",77.665897,Owner,82.0
8311,BHK,0,1,35.0,2,Белый,0,1,1,3,1800.0720030000002,"7th Phase JP Nagar,Bangalore",136.0,Dealer,150.0
8312,BHK,1,6,28.406388,3,Бежевый,0,1,1,3,1500.0,"Sector 86 Faridabad,Faridabad",77.342588,Dealer,54.0
8313,BHK,0,5,22.54111,1,Синий,0,1,1,3,1264.837517,"Rajarhat,Kolkata",88.33778000000001,Dealer,65.0
8314,BHK,0,5,31.097061,1,Оранжевый,0,1,1,3,1700.1866059999998,"ISBT Tutikandi,Shimla",77.15489699999999,Owner,82.0
8315,BHK,0,1,22.101107,1,Зеленый,1,0,0,3,1034.375,"Rajpur,Kolkata",88.374433,Dealer,33.1
8316,BHK,0,4,26.959353000000004,0,Коричневый,0,1,1,3,1300.236407,"Vidhyadhar Nagar,Jaipur",75.77919399999999,Owner,55.0
8317,BHK,0,4,20.294655,3,Белый,1,1,0,2,1145.0,"Rasulgarh,Bhubaneswar",85.860349,Dealer,45.8
8318,BHK,0,6,22.54111,1,Синий,0,1,1,3,951.1170095,"Action Area III,Kolkata",88.33778000000001,Dealer,43.0
8319,BHK,0,1,26.151597,2,Золотистый,0,1,1,2,1260.063003,"Bhagwanpur,Muzaffarpur",85.465558,Owner,36.0
8320,BHK,0,6,20.243276,3,Коричневый,1,1,0,3,1587.896974,"Madanpur,Bhubaneswar",85.726324,Dealer,63.5
8321,BHK,0,2,20.249074,1,Черный,0,1,1,2,850.0137099,"Badagada Brit Colony,Bhubaneswar",85.85355,Owner,62.0
8322,BHK,1,0,19.218498,1,Желтый,1,1,0,2,1050.019091,"Majiwada,Lalitpur",72.992114,Dealer,110.0
8323,BHK,0,4,15.55889,0,Золотистый,0,1,1,2,1392.111369,"Baga,Goa",73.75333,Dealer,120.0
8324,BHK,0,1,31.261414,1,Белый,1,1,0,3,2912.517781,"Pholriwal,Jalandhar",75.589997,Dealer,81.9
8325,BHK,0,3,19.043302,2,Золотистый,0,1,1,3,1583.14978,"Sector-6 Kharghar,Lalitpur",73.061357,Dealer,230.0
8326,BHK,1,4,30.73528,2,Красный,1,1,0,3,1150.0,"New Chandigarh,Chandigarh",76.79111,Dealer,46.0
8327,BHK,0,2,22.5922,3,Зеленый,0,1,1,2,721.0845111000001,"New Town,Kolkata",88.484911,Dealer,50.0
8328,BHK,0,0,17.815234,3,Коричневый,0,1,1,3,1525.0,"Madhurawada,Visakhapatnam",83.35818,Dealer,61.0
8329,BHK,0,7,19.040066,1,Белый,0,1,1,2,1100.029334,"Roadpali,Mumbai",73.115347,Dealer,75.0
8330,BHK,0,5,21.0,3,Белый,0,1,1,2,611.1894687000001,"Buti Bori,Nagpur",79.0,Owner,13.0
8331,BHK,0,0,19.306226,2,Бежевый,0,1,1,3,1600.0,"Gandhi Nagar 5Th Lane,Berhampur",84.787145,Owner,90.0
8332,BHK,0,7,28.542768,0,Белый,0,1,1,2,1206.071948,"Sector-100 Noida,Noida",77.365736,Dealer,58.0
8333,BHK,0,7,12.852171,0,Серый,0,1,1,2,851.1443162,"Thalambur,Chennai",80.216826,Owner,45.0
8334,BHK,1,4,28.6396,3,Зеленый,0,1,1,2,1214.285714,"Tilak Nagar,Lalitpur",77.0884,Dealer,170.0
8335,BHK,0,5,25.427827,3,Розовый,0,1,1,2,986.1932939,"Karaundi, Near Bhu,Varanasi",83.06955,Owner,40.0
8336,BHK,0,7,17.7,3,Голубой,0,1,1,2,916.0864786,"Kurmanpalem,Visakhapatnam",83.25,Owner,50.0
8337,BHK,0,6,22.54111,3,Розовый,0,1,1,2,975.5501222,"Rajarhat,Kolkata",88.33778000000001,Owner,39.9
8338,BHK,0,6,22.54111,1,Зеленый,0,1,1,2,800.0,"Ramgarh,Kolkata",88.33778000000001,Owner,40.0
8339,BHK,0,5,30.662283,3,Желтый,0,1,1,3,1895.444818,"Zirakpur,Chandigarh",76.822397,Dealer,62.0
